,alpha,alpha_err,beta,beta_err,step,step_err,sigma,alpha_true,beta_true,gamma_true,sigmaint
386,0.19035314,0.008350305,4.2281075,0.034737412,0.18586665,0.017925907,0.17380676,-0.2,4.5,0.2,0.17
387,0.13601881,0.005969401,4.3378263,0.023263648,0.00056232186,0.0124759795,0.061927833,-0.15,4.5,0.0,0.07
388,0.128478,0.0070377383,4.2738824,0.027036259,-0.04847272,0.014842127,0.120766,-0.15,4.5,0.0,0.12
389,0.12656999,0.008232842,4.3008347,0.03188726,-0.025152301,0.016988099,0.16803129,-0.15,4.5,0.0,0.17
390,0.1348179,0.0061421455,4.3171344,0.024538347,0.07968328,0.01313344,0.082375385,-0.15,4.5,0.1,0.07
391,0.13147296,0.007132908,4.301368,0.027671685,0.06892371,0.014795327,0.12636743,-0.15,4.5,0.1,0.12
392,0.12898868,0.008592611,4.3213515,0.034096424,0.073630296,0.018104477,0.17850897,-0.15,4.5,0.1,0.17
393,0.1329691,0.0058806078,4.2821712,0.023754047,0.17641474,0.012605052,0.07031924,-0.15,4.5,0.2,0.07
394,0.12339455,0.0070195603,4.2664566,0.02766886,0.16835907,0.014741791,0.12370564,-0.15,4.5,0.2,0.12
395,0.13260715,0.008438997,4.282968,0.035962995,0.16561233,0.017139757,0.17758863,-0.15,4.5,0.2,0.17
396,0.08409598,0.005967793,4.288679,0.025296697,-0.022057133,0.012876741,0.079418965,-0.1,4.5,0.0,0.07
397,0.07350108,0.007073475,4.3552184,0.027773825,-0.042711563,0.014664057,0.120818645,-0.1,4.5,0.0,0.12
398,0.07548841,0.008599725,4.230542,0.032866567,-0.034452934,0.017927514,0.18337888,-0.1,4.5,0.0,0.17
399,0.08538423,0.006027322,4.3228917,0.024813179,0.08060511,0.012622969,0.08326528,-0.1,4.5,0.1,0.07
400,0.09166018,0.0068354104,4.3257008,0.027102305,0.08583189,0.014455546,0.11490466,-0.1,4.5,0.1,0.12
401,0.08631631,0.008323768,4.3561354,0.032850508,0.07207608,0.017331019,0.17100406,-0.1,4.5,0.1,0.17
402,0.07722373,0.00616342,4.295421,0.025675286,0.16139814,0.013203591,0.083224356,-0.1,4.5,0.2,0.07
403,0.080552146,0.007183253,4.278829,0.028117837,0.17712344,0.014913156,0.12698746,-0.1,4.5,0.2,0.12
404,0.0774725,0.00852193,4.253516,0.032751393,0.16499731,0.01749817,0.17576478,-0.1,4.5,0.2,0.17
