,alpha,alpha_err,beta,beta_err,step,step_err,sigma,alpha_true,beta_true,gamma_true,sigmaint
6,0.19659008,0.004461022,2.5315058,0.017143441,0.19867788,0.008873013,0.07379678,-0.2,2.5,0.2,0.07
7,0.20039363,0.0063616033,2.526667,0.024942318,0.20558852,0.013580935,0.12129181,-0.2,2.5,0.2,0.12
8,0.20252386,0.009313299,2.444805,0.03415663,0.21193852,0.018869836,0.17406204,-0.2,2.5,0.2,0.17
9,0.15376262,0.0041144164,2.5173426,0.015190951,0.0037062876,0.008481013,0.06607607,-0.15,2.5,0.0,0.07
10,0.14549795,0.0059991935,2.4717364,0.026584752,-0.012351133,0.012755424,0.12324467,-0.15,2.5,0.0,0.12
11,0.1256944,0.009698552,2.462944,0.03887857,-0.04246634,0.02000018,0.18352692,-0.15,2.5,0.0,0.17
12,0.14545526,0.0037568049,2.501649,0.0146385245,0.09248111,0.007917777,0.06965859,-0.15,2.5,0.1,0.07
13,0.1436983,0.005759322,2.5005436,0.024659485,0.08979276,0.012627835,0.119292796,-0.15,2.5,0.1,0.12
14,0.14550006,0.008309706,2.485849,0.032904185,0.08597561,0.017334828,0.17382027,-0.15,2.5,0.1,0.17
15,0.15038241,0.0037942787,2.5155048,0.015477466,0.19936523,0.007888863,0.06607352,-0.15,2.5,0.2,0.07
16,0.14498818,0.0072768223,2.46001,0.027636554,0.19058318,0.0154883405,0.12179433,-0.15,2.5,0.2,0.12
17,0.15757047,0.008094802,2.4693496,0.03658952,0.18989907,0.017067209,0.17080753,-0.15,2.5,0.2,0.17
18,0.105513446,0.0036822562,2.5144563,0.015366784,0.007900032,0.007556764,0.068127766,-0.1,2.5,0.0,0.07
19,0.10543551,0.0060653356,2.516168,0.023195656,-0.0023548135,0.012727669,0.11928932,-0.1,2.5,0.0,0.12
20,0.11894478,0.008609354,2.496158,0.03562124,0.031649336,0.01789356,0.17219847,-0.1,2.5,0.0,0.17
21,0.09674504,0.0041180206,2.5084193,0.016626371,0.084858425,0.008623218,0.07020971,-0.1,2.5,0.1,0.07
22,0.109053634,0.0067654043,2.51341,0.025163261,0.10788208,0.014422329,0.11928865,-0.1,2.5,0.1,0.12
23,0.08481904,0.008227182,2.472176,0.035275918,0.08910253,0.016900118,0.17052083,-0.1,2.5,0.1,0.17
24,0.10039012,0.0040009446,2.498691,0.016077163,0.20747574,0.008285736,0.07020463,-0.1,2.5,0.2,0.07
25,0.094080985,0.0062067136,2.5098126,0.025122391,0.18749066,0.012639403,0.12372635,-0.1,2.5,0.2,0.12
26,0.1006847,0.009400773,2.5512013,0.030052524,0.20219794,0.019470941,0.17513953,-0.1,2.5,0.2,0.17
27,0.21334442,0.0037718061,3.5054264,0.017244231,0.028008102,0.0072546913,0.06786226,-0.2,3.5,0.0,0.07
28,0.1954831,0.0070288517,3.5020034,0.025808673,-0.010969998,0.01359866,0.11794456,-0.2,3.5,0.0,0.12
29,0.18628684,0.009199402,3.4251668,0.03419426,-0.0028293068,0.018975005,0.16972351,-0.2,3.5,0.0,0.17
30,0.20663539,0.0043624914,3.5285575,0.016813658,0.10612979,0.009980275,0.07446671,-0.2,3.5,0.1,0.07
31,0.197851,0.0062043807,3.4858978,0.024960201,0.09440227,0.013503652,0.117941186,-0.2,3.5,0.1,0.12
32,0.19326739,0.008349497,3.5120468,0.036730856,0.090659626,0.018294888,0.16832894,-0.2,3.5,0.1,0.17
33,0.20275654,0.003856497,3.476838,0.015096418,0.20633525,0.0081821615,0.063815296,-0.2,3.5,0.2,0.07
34,0.19445366,0.0069507454,3.5115914,0.025095453,0.19438644,0.014374135,0.11732036,-0.2,3.5,0.2,0.12
35,0.20178299,0.0080975,3.5217364,0.033855736,0.20198782,0.017931685,0.16492721,-0.2,3.5,0.2,0.17
36,0.14749575,0.004132915,3.517573,0.015577637,-0.0017542788,0.008856942,0.062247578,-0.15,3.5,0.0,0.07
37,0.14108235,0.005771875,3.4700205,0.02368102,-0.015700998,0.011877575,0.11991317,-0.15,3.5,0.0,0.12
38,0.14028512,0.008818272,3.5073907,0.034344852,-0.02008348,0.018179778,0.17147928,-0.15,3.5,0.0,0.17
39,0.15034209,0.0038956788,3.471509,0.014635127,0.09959394,0.008240671,0.06985917,-0.15,3.5,0.1,0.07
40,0.14553466,0.0063547012,3.4839563,0.026663847,0.092446335,0.013711298,0.12581125,-0.15,3.5,0.1,0.12
41,0.12655501,0.009382131,3.5278938,0.03375689,0.07377549,0.019620834,0.17959166,-0.15,3.5,0.1,0.17
42,0.14914288,0.0036219526,3.5071888,0.017444035,0.2040295,0.0077123283,0.06834761,-0.15,3.5,0.2,0.07
43,0.15118603,0.006235017,3.4594433,0.024502011,0.19324228,0.013372435,0.117317796,-0.15,3.5,0.2,0.12
44,0.13905384,0.007690516,3.4743204,0.03275791,0.1692554,0.016984148,0.16774786,-0.15,3.5,0.2,0.17
45,0.09723489,0.004010509,3.4956126,0.017085267,-0.019960841,0.008824172,0.066293135,-0.1,3.5,0.0,0.07
46,0.09959939,0.0065390826,3.5071092,0.026965031,0.0125141665,0.013955623,0.12133966,-0.1,3.5,0.0,0.12
47,0.08928857,0.009720849,3.4944117,0.039003,-0.0154131185,0.0202623,0.17630225,-0.1,3.5,0.0,0.17
48,0.096420914,0.0039848625,3.4776137,0.017841116,0.09493038,0.0087877,0.06780641,-0.1,3.5,0.1,0.07
49,0.09390285,0.0060796747,3.492881,0.02329318,0.08950634,0.012858494,0.119910635,-0.1,3.5,0.1,0.12
50,0.11296889,0.009588618,3.5332384,0.032834653,0.12556675,0.019459998,0.1694752,-0.1,3.5,0.1,0.17
51,0.10037909,0.0038178302,3.4916778,0.016340423,0.19333038,0.0075092753,0.065789625,-0.1,3.5,0.2,0.07
52,0.09353551,0.00693027,3.547246,0.028514039,0.19080831,0.014729427,0.12531604,-0.1,3.5,0.2,0.12
53,0.08158802,0.008156095,3.4583745,0.031306624,0.14934707,0.017365444,0.1692761,-0.1,3.5,0.2,0.17
54,0.20350751,0.0044071623,4.4588175,0.017879874,0.010983974,0.008942119,0.077997506,-0.2,4.5,0.0,0.07
55,0.19656512,0.0059577012,4.537742,0.024751997,-0.007229935,0.012611797,0.11797965,-0.2,4.5,0.0,0.12
56,0.19799103,0.008847384,4.4640107,0.031923417,-0.004077698,0.018865095,0.17332284,-0.2,4.5,0.0,0.17
57,0.18864703,0.0044517554,4.508735,0.016149778,0.06676543,0.009560474,0.07400668,-0.2,4.5,0.1,0.07
58,0.1917298,0.0066204057,4.435302,0.027646853,0.08308215,0.01364518,0.1239354,-0.2,4.5,0.1,0.12
59,0.20119405,0.009615262,4.4512377,0.03918687,0.08774291,0.01942443,0.17836043,-0.2,4.5,0.1,0.17
60,0.19264533,0.004113542,4.5120783,0.015347211,0.185658,0.008843582,0.07002322,-0.2,4.5,0.2,0.07
61,0.20930322,0.006115299,4.53174,0.025544878,0.21538259,0.012946639,0.11529519,-0.2,4.5,0.2,0.12
62,0.21180375,0.008491801,4.5070033,0.038466368,0.23243777,0.018359195,0.1735778,-0.2,4.5,0.2,0.17
63,0.15039916,0.0038736835,4.495236,0.0147240795,-0.009663116,0.008299098,0.06251183,-0.15,4.5,0.0,0.07
64,0.14829929,0.0066154227,4.5341244,0.024771554,-0.00088820106,0.0141433915,0.11797713,-0.15,4.5,0.0,0.12
65,0.13956429,0.008279987,4.4897676,0.03185246,-0.03151528,0.016990507,0.16204923,-0.15,4.5,0.0,0.17
66,0.14153826,0.0043611713,4.475822,0.015384823,0.09293746,0.008749713,0.064036705,-0.15,4.5,0.1,0.07
67,0.15151212,0.0061302744,4.4790134,0.025482388,0.0815044,0.0126569765,0.1173378,-0.15,4.5,0.1,0.12
68,0.15897678,0.009111777,4.486244,0.037874084,0.117587395,0.018741287,0.17507242,-0.15,4.5,0.1,0.17
69,0.15216959,0.00396288,4.452616,0.014478002,0.19972205,0.00807145,0.06404453,-0.15,4.5,0.2,0.07
70,0.15647906,0.0058449465,4.528944,0.028156918,0.19642587,0.0131004015,0.12592293,-0.15,4.5,0.2,0.12
71,0.1461424,0.0084943995,4.5309176,0.03753544,0.1938228,0.018148052,0.16433166,-0.15,4.5,0.2,0.17
72,0.087752156,0.003915325,4.504167,0.017942758,-0.016652375,0.008222748,0.07199648,-0.1,4.5,0.0,0.07
73,0.109072365,0.0062737763,4.4848647,0.028373979,0.030937513,0.014016683,0.12339349,-0.1,4.5,0.0,0.12
74,0.09714402,0.007886455,4.470448,0.030911332,-0.008031012,0.01734921,0.16924529,-0.1,4.5,0.0,0.17
75,0.1069511,0.0045894817,4.468936,0.015902061,0.11233481,0.009251867,0.0739963,-0.1,4.5,0.1,0.07
76,0.11976518,0.006896865,4.473681,0.02584339,0.12121695,0.014754917,0.12339863,-0.1,4.5,0.1,0.12
77,0.09544437,0.008924462,4.514756,0.035002768,0.1124908,0.018008538,0.1750507,-0.1,4.5,0.1,0.17
78,0.09672217,0.0035233155,4.5312757,0.015028272,0.19022347,0.007580372,0.06405152,-0.1,4.5,0.2,0.07
79,0.09705176,0.006324728,4.475019,0.026721496,0.18569241,0.014099408,0.1219468,-0.1,4.5,0.2,0.12
80,0.0843466,0.00814071,4.4551077,0.035447918,0.18233636,0.0173324,0.17308393,-0.1,4.5,0.2,0.17
0,0.20266859,0.0038137373,2.476053,0.016492128,-0.0050839023,0.008120086,0.06763583,-0.2,2.5,0.0,0.07
1,0.2004438,0.0073447754,2.4886658,0.02982393,-0.001135713,0.015601809,0.12953731,-0.2,2.5,0.0,0.12
2,0.20220637,0.008558263,2.4796712,0.03429653,0.014490942,0.018928211,0.17244881,-0.2,2.5,0.0,0.17
3,0.19588259,0.0042681857,2.4941432,0.015723083,0.08742785,0.0089636315,0.072306454,-0.2,2.5,0.1,0.07
4,0.20129286,0.0066868337,2.5216112,0.028781472,0.10311506,0.013709214,0.12129242,-0.2,2.5,0.1,0.12
5,0.20648254,0.008767804,2.50007,0.03430336,0.09607268,0.017553208,0.16643526,-0.2,2.5,0.1,0.17
6,0.19403747,0.00407996,2.5391977,0.0186771,0.1831617,0.008891768,0.06968974,-0.2,2.5,0.2,0.07
7,0.20709035,0.0063042752,2.4946327,0.022867894,0.2164087,0.013282285,0.11789623,-0.2,2.5,0.2,0.12
8,0.21205021,0.008737955,2.5033548,0.03256028,0.22488953,0.018504975,0.17132507,-0.2,2.5,0.2,0.17
9,0.15078494,0.0042998907,2.486705,0.014660185,0.011565107,0.009205237,0.066062644,-0.15,2.5,0.0,0.07
10,0.1569749,0.0055281008,2.5150669,0.02390324,0.010783445,0.011345352,0.11592242,-0.15,2.5,0.0,0.12
11,0.15939602,0.008888065,2.5229232,0.037432473,0.01693272,0.018592322,0.16627692,-0.15,2.5,0.0,0.17
12,0.14502454,0.0040886025,2.4909384,0.014485509,0.088583715,0.008865537,0.069657125,-0.15,2.5,0.1,0.07
13,0.14762664,0.00637881,2.502413,0.024384048,0.10463434,0.013615847,0.12714817,-0.15,2.5,0.1,0.12
14,0.15972573,0.008695005,2.554129,0.035673767,0.118215375,0.01797092,0.17105727,-0.15,2.5,0.1,0.17
15,0.14372261,0.0043412405,2.4933717,0.016827894,0.1849851,0.009214329,0.07581735,-0.15,2.5,0.2,0.07
16,0.15736261,0.0060444036,2.5342305,0.024262177,0.21350062,0.01252726,0.12180655,-0.15,2.5,0.2,0.12
17,0.14384075,0.008669357,2.5434873,0.036151975,0.17917,0.01805076,0.16908266,-0.15,2.5,0.2,0.17
18,0.10071742,0.004173179,2.4851599,0.016069204,-0.0067928242,0.008508517,0.06964317,-0.1,2.5,0.0,0.07
19,0.09306387,0.006508622,2.5022526,0.02542285,-0.014977197,0.012943647,0.121269755,-0.1,2.5,0.0,0.12
20,0.105055004,0.009175205,2.4510725,0.03229392,-0.004224305,0.018880032,0.16725466,-0.1,2.5,0.0,0.17
21,0.09740636,0.004007976,2.5060527,0.015441353,0.08915607,0.008368214,0.06549815,-0.1,2.5,0.1,0.07
22,0.10455251,0.00600332,2.5109975,0.023329915,0.09406211,0.012907122,0.11788279,-0.1,2.5,0.1,0.12
23,0.10042693,0.008545183,2.4763215,0.033850417,0.09340901,0.019220123,0.1732693,-0.1,2.5,0.1,0.17
24,0.09185265,0.0040183626,2.5091023,0.017081307,0.18771006,0.008387115,0.06813254,-0.1,2.5,0.2,0.07
25,0.10268513,0.0064161387,2.4728336,0.025928231,0.20750095,0.013004428,0.11983943,-0.1,2.5,0.2,0.12
26,0.0975814,0.008199349,2.521278,0.03528399,0.1911134,0.017330965,0.17182527,-0.1,2.5,0.2,0.17
27,0.20691487,0.003955222,3.5192904,0.015240348,0.013563045,0.008402227,0.06836583,-0.2,3.5,0.0,0.07
28,0.19489202,0.006492779,3.4888744,0.026302047,-0.006950624,0.0132699525,0.121347584,-0.2,3.5,0.0,0.12
29,0.21956864,0.008769984,3.437696,0.038000412,0.04855317,0.018669447,0.16823573,-0.2,3.5,0.0,0.17
30,0.20156564,0.004279658,3.4762688,0.015273578,0.10014319,0.008836504,0.069874495,-0.2,3.5,0.1,0.07
31,0.20200378,0.0068253,3.5424428,0.027202899,0.10024166,0.014594193,0.12334785,-0.2,3.5,0.1,0.12
32,0.210162,0.008464085,3.517982,0.03498105,0.10836497,0.017053567,0.1751022,-0.2,3.5,0.1,0.17
33,0.20845173,0.003678235,3.4845273,0.015092202,0.22049055,0.007858101,0.06026004,-0.2,3.5,0.2,0.07
34,0.20158888,0.0068416544,3.5095215,0.024561964,0.2094799,0.0142988935,0.11732155,-0.2,3.5,0.2,0.12
35,0.19090348,0.009035636,3.4739969,0.033894572,0.18782192,0.01820633,0.17300378,-0.2,3.5,0.2,0.17
36,0.14307702,0.004562311,3.4738107,0.018003969,-0.011230481,0.009635837,0.075915374,-0.15,3.5,0.0,0.07
37,0.15662706,0.0066583795,3.4577985,0.028144129,0.009093193,0.014346569,0.1272937,-0.15,3.5,0.0,0.12
38,0.14444713,0.00896709,3.516654,0.0318005,-0.01493294,0.01827184,0.17451625,-0.15,3.5,0.0,0.17
39,0.1575561,0.0036011303,3.507534,0.014699634,0.123535156,0.007497728,0.06224343,-0.15,3.5,0.1,0.07
40,0.14971933,0.005669945,3.498924,0.022365969,0.09368182,0.011846916,0.11595636,-0.15,3.5,0.1,0.12
41,0.14045662,0.008789775,3.560114,0.036255132,0.07215553,0.019042848,0.171638,-0.15,3.5,0.1,0.17
42,0.15132838,0.0043027317,3.507551,0.013986068,0.1989937,0.009065361,0.07241821,-0.15,3.5,0.2,0.07
43,0.15987009,0.006285787,3.467323,0.024515491,0.20134607,0.013597476,0.115957394,-0.15,3.5,0.2,0.12
44,0.14826782,0.0079625035,3.4890296,0.034520127,0.18866311,0.016309218,0.16441013,-0.15,3.5,0.2,0.17
45,0.09591661,0.0035711804,3.511533,0.014529246,-0.0062437933,0.0076733604,0.06018314,-0.1,3.5,0.0,0.07
46,0.09903368,0.0059589604,3.4902222,0.02402353,0.0155640505,0.012160669,0.11793338,-0.1,3.5,0.0,0.12
47,0.09656604,0.0091906395,3.5201893,0.032608014,0.0016770767,0.018812964,0.17302802,-0.1,3.5,0.0,0.17
48,0.10005419,0.003936638,3.539468,0.015861642,0.098044015,0.008231168,0.06782777,-0.1,3.5,0.1,0.07
49,0.094600946,0.006592544,3.4850218,0.023081068,0.08705417,0.013865261,0.121339455,-0.1,3.5,0.1,0.12
50,0.115914084,0.0090981675,3.4726903,0.036956564,0.1470119,0.019573282,0.17629093,-0.1,3.5,0.1,0.17
51,0.08198027,0.0044318736,3.4545593,0.017463436,0.1680117,0.009498732,0.072394475,-0.1,3.5,0.2,0.07
52,0.10299244,0.006824874,3.4678993,0.03099857,0.20083156,0.014664335,0.12728173,-0.1,3.5,0.2,0.12
53,0.106420465,0.008104799,3.5152748,0.03473195,0.22355099,0.017759684,0.1714397,-0.1,3.5,0.2,0.17
54,0.20051478,0.0039533195,4.5245266,0.015635166,-0.0047138133,0.008549751,0.066060446,-0.2,4.5,0.0,0.07
55,0.20975272,0.006238426,4.4576163,0.024251495,0.012554656,0.0133773545,0.11529501,-0.2,4.5,0.0,0.12
56,0.20534982,0.01030518,4.4462914,0.037491098,0.00870996,0.02217028,0.17337744,-0.2,4.5,0.0,0.17
57,0.2018206,0.003703409,4.5215735,0.015908685,0.09765471,0.007912698,0.07252187,-0.2,4.5,0.1,0.07
58,0.19922926,0.0058815368,4.535456,0.028582016,0.08560568,0.011775715,0.12394852,-0.2,4.5,0.1,0.12
59,0.18989387,0.009143786,4.488893,0.03738683,0.0910381,0.019375,0.18188345,-0.2,4.5,0.1,0.17
60,0.19998953,0.0040505794,4.4975286,0.018056976,0.19912435,0.0083780475,0.070018224,-0.2,4.5,0.2,0.07
61,0.18757911,0.006747838,4.472338,0.029659655,0.1815141,0.014677456,0.123939104,-0.2,4.5,0.2,0.12
62,0.20363031,0.008999247,4.525441,0.037517786,0.21016212,0.018370748,0.17850506,-0.2,4.5,0.2,0.17
63,0.14742069,0.0039501144,4.5174155,0.01370476,-0.000722279,0.008338604,0.06850111,-0.15,4.5,0.0,0.07
64,0.1531511,0.006441331,4.503433,0.026928246,0.008928228,0.013576242,0.117976576,-0.15,4.5,0.0,0.12
65,0.17313369,0.008589803,4.4804792,0.032373562,0.029413994,0.017866185,0.16612624,-0.15,4.5,0.0,0.17
66,0.15527554,0.0040297736,4.493728,0.015748363,0.12295463,0.008402598,0.068502024,-0.15,4.5,0.1,0.07
67,0.13757001,0.005829723,4.5114985,0.024073286,0.07970553,0.012003365,0.11323449,-0.15,4.5,0.1,0.12
68,0.14632721,0.008481938,4.511435,0.033323996,0.10122213,0.01824439,0.16612999,-0.15,4.5,0.1,0.17
69,0.13531508,0.0037054948,4.5456233,0.014874993,0.16469029,0.007765213,0.06407328,-0.15,4.5,0.2,0.07
70,0.13809209,0.005881703,4.509533,0.02407201,0.17458096,0.012632144,0.11598335,-0.15,4.5,0.2,0.12
71,0.14814596,0.009103674,4.4610376,0.035922065,0.20196244,0.019686786,0.17299801,-0.15,4.5,0.2,0.17
72,0.09010561,0.004372103,4.5024743,0.014577487,-0.024167826,0.009237734,0.07049759,-0.1,4.5,0.0,0.07
73,0.09361747,0.0064940574,4.5272565,0.025735015,-0.019963065,0.012830866,0.1213876,-0.1,4.5,0.0,0.12
74,0.0970616,0.008635889,4.5607114,0.03628706,0.014725138,0.018140493,0.16939646,-0.1,4.5,0.0,0.17
75,0.0983928,0.0034670767,4.5450187,0.014679473,0.09281361,0.0074595027,0.062072508,-0.1,4.5,0.1,0.07
76,0.09692148,0.00600544,4.4602857,0.026772603,0.085897386,0.012559936,0.121385776,-0.1,4.5,0.1,0.12
77,0.09725989,0.009631575,4.5452547,0.03686959,0.10273455,0.02132346,0.17319927,-0.1,4.5,0.1,0.17
78,0.08579449,0.0036513042,4.5237975,0.015877523,0.166554,0.00763904,0.060512558,-0.1,4.5,0.2,0.07
79,0.10019284,0.0069159158,4.5005736,0.026557812,0.18425258,0.015438304,0.123397626,-0.1,4.5,0.2,0.12
80,0.11129429,0.009068737,4.4083867,0.039658375,0.2359134,0.018396167,0.1784172,-0.1,4.5,0.2,0.17
0,0.20770875,0.003945898,2.4827616,0.015332685,0.013712073,0.007883397,0.0635151,-0.2,2.5,0.0,0.07
1,0.20017348,0.0061102444,2.4995053,0.025863344,0.015992438,0.012784499,0.11592636,-0.2,2.5,0.0,0.12
2,0.20143893,0.008986856,2.528502,0.036215927,0.02096626,0.019392101,0.16975029,-0.2,2.5,0.0,0.17
3,0.20008662,0.0036738496,2.5109286,0.014916473,0.10072303,0.007815024,0.057285532,-0.2,2.5,0.1,0.07
4,0.20362163,0.0072200894,2.4741435,0.027648704,0.09679674,0.014927161,0.12375583,-0.2,2.5,0.1,0.12
5,0.21396717,0.009352566,2.4760911,0.03750987,0.11978447,0.018642165,0.18310823,-0.2,2.5,0.1,0.17
6,0.20601472,0.0040845745,2.542521,0.016341858,0.21563786,0.0082976585,0.07025558,-0.2,2.5,0.2,0.07
7,0.1820473,0.0061073117,2.4592254,0.024994085,0.16991359,0.013441174,0.123253,-0.2,2.5,0.2,0.12
8,0.20188755,0.009440124,2.4669616,0.031081479,0.19287623,0.018971633,0.17238505,-0.2,2.5,0.2,0.17
9,0.14880498,0.004556026,2.479459,0.016301058,-0.0052097267,0.009293981,0.07229211,-0.15,2.5,0.0,0.07
10,0.1455675,0.0062782923,2.5073025,0.024938669,-0.009790459,0.012899885,0.123739004,-0.15,2.5,0.0,0.12
11,0.1610562,0.008981268,2.5065322,0.036384758,0.014005847,0.018565044,0.17249642,-0.15,2.5,0.0,0.17
12,0.15472542,0.0045485618,2.505149,0.017401757,0.11527305,0.009285433,0.07377431,-0.15,2.5,0.1,0.07
13,0.15013374,0.0056761242,2.5116134,0.024076598,0.10063805,0.012544951,0.121283285,-0.15,2.5,0.1,0.12
14,0.1534327,0.008835289,2.4960442,0.03281945,0.09755141,0.017922811,0.16904038,-0.15,2.5,0.1,0.17
15,0.14900638,0.0036359061,2.4996972,0.013995908,0.1915665,0.0074172462,0.061385654,-0.15,2.5,0.2,0.07
16,0.1548081,0.0068635545,2.49398,0.025265578,0.20614924,0.013800281,0.1256697,-0.15,2.5,0.2,0.12
17,0.14925271,0.008767914,2.4685855,0.034903754,0.19851257,0.018309502,0.17234066,-0.15,2.5,0.2,0.17
18,0.102204345,0.0036726058,2.4872122,0.014917406,0.018106028,0.0075368583,0.06757549,-0.1,2.5,0.0,0.07
19,0.096775316,0.0067508454,2.4856417,0.025013428,0.0020708044,0.013930049,0.1251923,-0.1,2.5,0.0,0.12
20,0.11299211,0.009046718,2.4914005,0.038683794,0.010131973,0.018615626,0.17486568,-0.1,2.5,0.0,0.17
21,0.09411319,0.0039184755,2.5302713,0.015699927,0.09324246,0.00820062,0.06964626,-0.1,2.5,0.1,0.07
22,0.1015906,0.0069880853,2.459106,0.02543589,0.11448469,0.015114826,0.12126764,-0.1,2.5,0.1,0.12
23,0.1087611,0.00896741,2.5191865,0.03583979,0.12613395,0.019600602,0.1719462,-0.1,2.5,0.1,0.17
24,0.10453235,0.0041202675,2.5073254,0.016039718,0.20730136,0.008775546,0.06605015,-0.1,2.5,0.2,0.07
25,0.10471523,0.006105283,2.479433,0.02753993,0.21253783,0.01356775,0.12126577,-0.1,2.5,0.2,0.12
26,0.104725875,0.00953143,2.520366,0.035081364,0.20074974,0.019174442,0.16735557,-0.1,2.5,0.2,0.17
27,0.20912,0.0035092726,3.4856613,0.01172775,0.00877293,0.0070843073,0.050214235,-0.2,3.5,0.0,0.07
